Unnamed: 0,predictedLabel,cluster_id,url,nodeID,specTableContent,keyValuePairs,domain,hasSpecTable,lang
185768,Computers_and_Accessories,15209721,devilprinters.co.uk/canon-print-only-a3-devices/1026-canon-pixma-ip8750-a3-colour-inkjet-printer-4960999992181,_:nodefcf7131a4cdeffd55bca4a439fa56," Colour Print Speed 10.4 pages per minute (ISO/IEC 24734) Mono Print Speed 14.5 pages per minute (ISO/IEC 24734) Maximum Print Size A3+ Resolution Up to 9,600 x 2,400 dpi Connectivity USB and WiFi Double-Sided (Duplex) Print NO Maximum Paper Weight 300 gsm (Canon photo paper) Windows Compatibility YES - limitations may apply Mac Compatibility YES - limitations may apply Linux Compatibility NO Mobile Print Features (Built-in) iOS, Android, Windows Phone/8/RT - limitations may apply Direct Disc Printing YES Unboxed Machine Dimensions (W x D x H) 590 x 331 x 159mm Unboxed Weight 8.5 kg","{'Linux Compatibility': 'NO', 'Unboxed Machine Dimensions (W x D x H)': '590 x 331 x 159mm', 'Maximum Print Size': 'A3+', 'Mono Print Speed': '14.5 pages per minute (ISO/IEC 24734)', 'Windows Compatibility': 'YES - limitations may apply', 'Maximum Paper Weight': '300 gsm (Canon photo paper)', 'Mac Compatibility': 'YES - limitations may apply', 'Colour Print Speed': '10.4 pages per minute (ISO/IEC 24734)', 'Direct Disc Printing': 'YES', 'Mobile Print Features (Built-in)': 'iOS, Android, Windows Phone/8/RT - limitations may apply', 'Connectivity': 'USB and WiFi', 'Resolution': 'Up to 9,600 x 2,400 dpi', 'Unboxed Weight': '8.5 kg', 'Double-Sided (Duplex) Print': 'NO'}",devilprinters.co.uk,1,en
2688,Computers_and_Accessories,5809970,devilprinters.co.uk/home/6760-oki-es8431-a3-colour-led-printer,_:nodea644909ec7e6d199b9a065c27d26de3," In Box Toner/Ink 2,500 page Black, Cyan, Magenta and Yellow toner cartridges Colour Print Speed 35 A4 pages per minute; 20 A3 pages per minute Mono Print Speed 35 A4 pages per minute; 20 A3 pages per minute Maximum Print Size A3 Resolution 1,200 x 600 dpi Connectivity USB and Ethernet Standard Memory 256 MB Processor 800 MHz First Page Out Time 9.5 seconds Standard Paper Capacity 300 sheet paper tray + 100 sheet multi-purpose paper tray Double-Sided (Duplex) Print YES Maximum Paper Weight 256 gsm Windows Compatibility YES - limitations may apply Mac Compatibility YES - limitations may apply PCL Control Language YES PostScript Control Language YES - Emulation Unboxed Machine Dimensions (W x D x H) 449 x 552 x 360mm Unboxed Weight 40 kg Standard Warranty 3 Years (upon registration within 30 days of purchase)","{'Standard Warranty': '3 Years', 'In Box Toner/Ink': '2,500 page Black, Cyan, Magenta and Yellow toner cartridges', 'Standard Memory': '256 MB', 'Mac Compatibility': 'YES - limitations may apply', 'Processor': '800 MHz', 'Unboxed Machine Dimensions (W x D x H)': '449 x 552 x 360mm', 'First Page Out Time': '9.5 seconds', 'PCL Control Language': 'YES', 'Connectivity': 'USB and Ethernet', 'Resolution': '1,200 x 600 dpi', 'Maximum Paper Weight': '256 gsm', 'Maximum Print Size': 'A3', 'Colour Print Speed': '35 A4 pages per minute; 20 A3 pages per minute', 'Standard Paper Capacity': '300 sheet paper tray + 100 sheet multi-purpose paper tray', 'Unboxed Weight': '40 kg', 'PostScript Control Language': 'YES - Emulation', 'Windows Compatibility': 'YES - limitations may apply', 'Double-Sided (Duplex) Print': 'YES', 'Mono Print Speed': '35 A4 pages per minute; 20 A3 pages per minute'}",devilprinters.co.uk,1,en
2266,Computers_and_Accessories,10151170,ebatteriestogo.com/p-645-lenovo-108v-4400mah-li-ion-9322007513.aspx,_:node3f1a85d6c6e5943461ed501163a687f1, SKU #: LTLI-9061-4.4 Manufacturer: LENOVO Model #: LTLI-9061-4.4 Voltage: 10.80 Capacity: 4400.00 Cold Cranking Amps: N/A Chemistry: LI-ION Warranty: 1 Year Weight: 0.64 lbs Length: 8.12 inches Width: 1.64 inches Height: 1.08 inches,"{'Manufacturer:': 'LENOVO', 'Length:': '8.12cm', 'Width:': '1.64cm', 'Capacity:': '4400.00', 'Warranty:': '1 Year', 'SKU': 'LTLI-9061-4.4', 'Chemistry:': 'LI-ION', 'Weight:': '0.64kg', 'Height:': '1.08cm'}",ebatteriestogo.com,1,en
7498,Computers_and_Accessories,10892552,ebatteriestogo.com/p-8-acer-111v-4400mah-li-ion-9322008015.aspx,_:node78faf386226cf7a5e9223fcda21ab050, SKU #: LTLI-9114-4.4 Manufacturer: ACER Model #: LTLI-9114-4.4 Voltage: 11.10 Capacity: 4400.00 Cold Cranking Amps: N/A Chemistry: LI-ION Warranty: 1 Year Weight: 0.64 lbs Length: 7.95 inches Width: 1.68 inches Height: 0.81 inches,"{'Manufacturer:': 'ACER', 'Cold Cranking Amps:': 'N/A', 'Length:': '7.95cm', 'Width:': '1.68cm', 'Capacity:': '4400.00', 'Model': 'LTLI-9114-4.4', 'Warranty:': '1 Year', 'SKU': 'LTLI-9114-4.4', 'Voltage:': '11.10', 'Chemistry:': 'LI-ION', 'Weight:': '0.64kg', 'Height:': '0.81cm'}",ebatteriestogo.com,1,en
30772,Computers_and_Accessories,329452,eclipsecomputers.com/Product/Intel-Core-i5-3570K-IvyBridge-Quad-Core-3-40GHz-LGA1155/,_:nodef54a80e1c16a44669313fa29dec0f972, Item Code : CPI-I53570K Item : Intel Core i5 3570K IvyBridge Quad-Core 3.40GHz LGA1155 Brand : Intel Model : BX80637I53570K EAN : Capacity : 3.4Ghz Front Side Bus : 5 GT / s DMI Cache : 6Mb Socket Compatability : LGA1155 Core Type : Ivy Bridge Type : Retail Other : With Heat Sink Fan Weight (kg) : 1.25 Price : £197.40,"{'Other :': 'With Heat Sink Fan', 'Price :': '197.40', 'EAN :': '', 'Cache :': '6Mb', 'Weight': '1.25kg', 'Model :': 'BX80637I53570K', 'Front Side Bus :': '5 GT / s DMI', 'Item :': 'Intel Core i5 3570K IvyBridge Quad-Core 3.40GHz LGA1155', 'Core Type :': 'Ivy Bridge', 'Socket Compatability :': 'LGA1155', 'Capacity :': '3.4Ghz', 'Item Code :': 'CPI-I53570K', 'Brand :': 'Intel', 'Type :': 'Retail'}",eclipsecomputers.com,1,en
161043,Computers_and_Accessories,329452,ncix.com/products/?sku=70541&vpn=BX80637I53570K&manufacture=Intel&promoid=1267,_:node1b4f6a10db1e47b09648aea63435b6d," Quick Specs: Process Technology 22 nm Clock Speed 3.40 GHz Processor Socket Socket H2 LGA-1155 L2 Cache 1 MB L3 Cache 6 MB Width 1.5"" Depth 1.5"" Processor Core Quad-core (4 Core) 64-bit Processing Yes Thermal Design Power 77 W Processor Manufacturer Intel Graphics Controller Manufacturer Intel Graphics Controller Model HD 4000 Graphics Direct Media Interface 5 GT/s ProductId 1022136791 URL: http://www.techradar.com/reviews/pc-mac/pc-components/processors/intel Comment: Good information. Posted by: Vinh_N @01/03/13 URL: http://www.hitechlegion.com/reviews/processors/18324-intel-core-i5-357 Comment: Pros: Quad Core Performance, Turbo Boost Technology, Optimized for Windows 7 and 8, 6MB (Shared) L3 Cache, Unlocked, 22nm Processor, 1600MHz DDR3 Support Posted by: Babaghan @05/12/12 URL: http://www.bit-tech.net/hardware/cpus/2012/05/01/intel-core-i5-3570k-c Comment: Compares the new 3570k to the 2500k and the 3770k Posted by: Logain23 @05/10/12","{ 'Depth': '1.5cm', 'L2 Cache': '1 MB', 'Processor Manufacturer': 'Intel', 'Graphics Controller Manufacturer': 'Intel', 'Thermal Design Power': '77 W', 'Width': '1.5cm', 'Processor Socket': 'Socket H2 LGA-1155', '64-bit Processing': 'Yes', 'Graphics Controller Model': 'HD 4000 Graphics', 'ProductId': '1022136791', 'L3 Cache': '6 MB', 'Process Technology': '22 nm', 'Processor Core': 'Quad-core (4 Core)', 'Direct Media Interface': '5 GT/s', 'Clock Speed': '3.40 GHz', 'Comment:': 'Compares the new 3570k to the 2500k and the 3770k', 'URL:': 'http://www.bit-tech.net/hardware/cpus/2012/05/01/intel-core-i5-3570k-c'}",ncix.com,1,en
18300,Computers_and_Accessories,14009237,harddrivesdirect.com/canada/product_info.php?cPath=&products_id=456878,_:node47ac18681fda948eab787038384061cc, Specifications: Category IBM HardDrive Sub-Category 15K Generation SAS Slim Part Number 42D0672-5Pack Products ID 456878 Capacity 73GB Interface SAS Enclosure Internal HDD Form Factor 2.5 inches SFF Slim Spindle Speed 15000RPM External Data Transfer Rate 600MB/s Seek Time 2ms Buffer Size 16MB Average Latency 2ms Interface (Detailed) Serial Attached SCSI (SAS) Hot Swap Yes 42D0672 Compatible Servers: For System x32XX M3 x3400 M2 x3400 M3 x35XX M3 x3690 X5 x36XX M3 x3850 X5 x3950 X5,"{'': '', 'Products ID': '456878', 'Category': 'IBM HardDrive', 'HDD Form Factor': '2.5cm', 'Enclosure': 'Internal', 'Interface (Detailed)': 'Serial Attached SCSI (SAS)', 'External Data Transfer Rate': '600MB/s', 'Buffer Size': '16MB', 'Part Number': '42D0672-5Pack', 'Average Latency': '2ms', 'Sub-Category': '15K', 'Hot Swap': 'Yes', 'Spindle Speed': '15000RPM', 'Generation': 'SAS Slim', 'Capacity': '73GB', 'Interface': 'SAS', 'Seek Time': '2ms'}",harddrivesdirect.com,1,en
105384,Computers_and_Accessories,14009237,sillworks.com/canada/product_info.php?products_id=456878,_:nodeddf8d3c1dc675c546fe2484cb91bce55, Specifications: Category IBM HardDrive Sub-Category 15K Generation SAS Slim Part Number 42D0672-5Pack Products ID 456878 Capacity 73GB Interface SAS Enclosure Internal HDD Form Factor 2.5 inches SFF Slim Spindle Speed 15000RPM External Data Transfer Rate 600MB/s Seek Time 2ms Buffer Size 16MB Average Latency 2ms Interface (Detailed) Serial Attached SCSI (SAS) Hot Swap Yes 42D0672 Compatible Servers: For System x32XX M3 x3400 M2 x3400 M3 x35XX M3 x3690 X5 x36XX M3 x3850 X5 x3950 X5,"{'Enclosure': 'Internal', '': '', 'Average Latency': '2ms', 'Buffer Size': '16MB', 'Products ID': '456878', 'Part Number': '42D0672-5Pack', 'Seek Time': '2ms', 'Hot Swap': 'Yes', 'Interface (Detailed)': 'Serial Attached SCSI (SAS)', 'Category': 'IBM HardDrive', 'Generation': 'SAS Slim', 'Interface': 'SAS', 'Capacity': '73GB', 'HDD Form Factor': '2.5 inches SFF Slim', 'Spindle Speed': '15000RPM', 'External Data Transfer Rate': '600MB/s', 'Sub-Category': '15K'}",sillworks.com,1,en
105385,Computers_and_Accessories,14009237,usapartsdirect.com/canada/product_info.php?products_id=456878,_:nodea8bb90e18e74cf1a7124b24809945f2, Specifications: Category IBM HardDrive Sub-Category 15K Generation SAS Slim Part Number 42D0672-5Pack Products ID 456878 Capacity 73GB Interface SAS Enclosure Internal HDD Form Factor 2.5 inches SFF Slim Spindle Speed 15000RPM External Data Transfer Rate 600MB/s Seek Time 2ms Buffer Size 16MB Average Latency 2ms Interface (Detailed) Serial Attached SCSI (SAS) Hot Swap Yes 42D0672 Compatible Servers: For System x32XX M3 x3400 M2 x3400 M3 x35XX M3 x3690 X5 x36XX M3 x3850 X5 x3950 X5,"{'Enclosure': 'Internal', '': '', 'Average Latency': '2ms', 'Buffer Size': '16MB', 'Products ID': '456878', 'Part Number': '42D0672-5Pack', 'Seek Time': '2ms', 'Hot Swap': 'Yes', 'Interface (Detailed)': 'Serial Attached SCSI (SAS)', 'Category': 'IBM HardDrive', 'Generation': 'SAS Slim', 'Interface': 'SAS', 'Capacity': '73GB', 'HDD Form Factor': '2.5cm', 'Spindle Speed': '15000RPM', 'External Data Transfer Rate': '600MB/s', 'Sub-Category': '15K'}",usapartsdirect.com,1,en
230086,Computers_and_Accessories,11315582,100tinta.com/home/183277-lenovo-700-25ish-core-i7-6700-34-ghz-16-gb-112-tb-gf-gtx-960,_:node75afb47c181dd4989daddd74634d4e9, Processor / Chipset CPU Intel Core i7 (6th Gen) 6700 / 3.4 GHz Max Turbo Speed 4 GHz Number of Cores Quad-Core CPU Qty 1 Max CPU Qty 1 Processor Main Features Intel Turbo Boost Technology 2 CPU Socket LGA1151 Socket Chipset Type Intel H170 Express Hard Drive (2nd) Type Hybrid Drive Interface Class Serial ATA Capacity 1 x 1 TB Interface Type SATA 6Gb/s Spindle Speed 7200 rpm,"{'Max CPU Qty': '1', 'CPU': 'Intel Core i7 (6th Gen) 6700 / 3.4 GHz', 'Interface Class': 'Serial ATA', 'Capacity': '1 x 1 TB', 'Type': 'Hybrid Drive', 'Processor Main Features': 'Intel Turbo Boost Technology 2', 'CPU Qty': '1', 'Number of Cores': 'Quad-Core', 'CPU Socket': 'LGA1151 Socket', 'Max Turbo Speed': '4 GHz', 'Interface Type': 'SATA 6Gb/s', 'Chipset Type': 'Intel H170 Express', 'Spindle Speed': '7200 rpm'}",100tinta.com,1,en
32521,Computers_and_Accessories,3810992,1sourcedist.com/Product/Details/4253077,_:node9dcc268d4f5fc44b794de732b6e7daf1, Master UPC 88563005847 12-Digit UPC 885630058474 Invoice Description Micro810 USB Adapter PGC3 17A Manufacturer UCC Number 885630 Mfr Name Rockwell Automation Mfr Minimum Ord Qty 1 Brand Name Allen-Bradley Catalog Description USB Adapter Manufacturer Specs PDF http://literature.rockwellautomation.com/idc/groups/literature/documents/um/2080-um004_-en-e.pdf Package Weight 0.07 Country Of Origin SG Weight 0.075 Brand Name Allen-Bradley UNSPSC 32151703 Package-1 Desc each Package-1 Qty 1 DDS Manufacturer Specs (PDF) https://media.distributordatasolutions.com/IDW/Rockwell_Automation2016-09-12T18_04_41Z/11181631_specShtURL Green Product No Item # 11947 Manufacturer Hoffman Mfg Catalog # A10106CH UPC 78351054880 Order in Multiples of 1 ea (Pack Qty) Item # 11940 Manufacturer Hoffman Mfg Catalog # A1008CHNFSS UPC 78351056280 Order in Multiples of 1 ea (Pack Qty) Item # 3967045 Manufacturer Hoffman Mfg Catalog # A1084PHC UPC 78351017074 Order in Multiples of 1 ea (Pack Qty),"{'Catalog': 'A1084PHC', 'Country Of Origin': 'SG', 'Green Product': 'No', 'Brand Name': 'Allen-Bradley', 'Master UPC': '88563005847', 'Package-1 Desc': 'each', 'Invoice Description': 'Micro810 USB Adapter', 'Manufacturer': 'Hoffman', 'Catalog Description': 'USB Adapter', 'Order in Multiples of': '1 ea (Pack Qty)', 'Package Weight': '0.07', 'Manufacturer UCC Number': '885630', 'Mfr Minimum Ord Qty': '1', '12-Digit UPC': '885630058474', 'Package-1 Qty': '1', 'UPC': '78351017074', 'Item #': '3967045', 'Mfr Name': 'Rockwell Automation', 'PGC3': '17A', 'Weight': '0.075kg'}",1sourcedist.com,1,en
4974,Computers_and_Accessories,10426918,4starelectronics.com/part_detail/AT29C102490TC,_:nodef115458d4437ed9a9544e8b37785d8e9, Mfg Part# AT29C1024-90TC Part Type: Flash Memory Manufacturer: Atmel Part ID# AT29C102490TC Last Updated: 11/20/2017     Qty In-Stock Request a Quote or Call.     Price: Request Quote,"{'Manufacturer:': 'Atmel', 'Last Updated:': '11/20/2017', 'Part': 'AT29C1024-90TC', 'Qty In-Stock': 'Request a Quote or Call.', 'Part Type:': 'Flash Memory', 'Part ID': 'AT29C102490TC'}",4starelectronics.com,1,en
160115,Computers_and_Accessories,3014688,5freehosting.com/product/1066526/,_:node6370a9b38db81ad9afdaa1c56a7485be, Manufacturer Apple Computer Brand Apple Color Silver Model ME279LL/A UPC 880959726080 Item Weight 0.73 pounds Item Size 5.3 x 0.29 x 0.29 inches Package Weight 1.45 pounds Package Size 5.8 x 1.7 x 1.7 inches Units in Package 1,"{'Manufacturer': 'Apple Computer', 'Brand': 'Apple', 'Package Size': '5.8 cm x 1.7 cm x 1.7 cm', 'UPC': '880959726080', 'Model': 'ME279LL/A', 'Color': 'Silver', 'Package Weight': '1.45 kg', 'Item Weight': '0.73 kg', 'Units in Package': '1', 'Item Size': '5.3 cm x 0.29 cm x 0.29 cm'}",5freehosting.com,1,en
143162,Computers_and_Accessories,11694774,abdofficesolutions.com/products/brand-new-toshiba-e-studio-2802am-a4-mono-laser-multifunction-copier,_:node99bb57393e7efb979bb235cf8f48d95a," Maximum Paper Size 8.5"" x 14"" or A4 Maximum Paper Weight up to 120 lb. Media Types - Standard Paper Supply 1 x  250 sheets drawer 1 x 50 sheets bypass tray Paper Capacity (std / max.) 300 sheets","{'Paper Capacity (std / max.)': '300 sheets', 'Standard Paper Supply': '1 x\xa0 250 sheets drawer 1 x 50 sheets bypass tray', 'Maximum Paper Size': '8.5"" x 14"" or A4',  'Maximum Paper Weight': '120 kg.'}",abdofficesolutions.com,1,en
22057,Computers_and_Accessories,15340152,abt.com/product/45338/Lenovo-ThinkCentre-A63-Desktop-Computer-A63,_:nodeffaf6ddb4c69feab766dccc84dd4fe14," Operating Platform PC Processor Brand AMD Processor AMD Sempron 140 Processor Speed 2.70 GHz System Memory (RAM) 2GB RAM Expandable To 4GB Hard Drive Size 250GB Graphics Card ATI Radeon 3000 HDMI Output No Recordable DVD Drive Yes Operating System Windows 7 Professional Energy Star Qualified No Height (inches) 15.8"" Width (inches) 6.9"" Depth (inches) 17.3"" Weight (pounds) 26 lbs Labor Warranty 3 Years Parts Warranty 3 Years Software Included Skype, Adobe Reader, Adobe Flash Player, Lenovo Password Manager, ThinkVantage Power Manager, ThinkVantage System Update, Microsoft Office 2007 (60 days trial), Norton Internet Security 2009 (30 days subscription)    ","{'Recordable DVD Drive': 'Yes', 'Operating Platform': 'PC', 'Labor Warranty': '3 Years', 'Processor Speed': '2.70 GHz', 'Graphics Card': 'ATI Radeon 3000', 'Software Included': 'Skype, Adobe Reader, Adobe Flash Player, Lenovo Password Manager, ThinkVantage Power Manager, ThinkVantage System Update, Microsoft Office 2007 (60 days trial), Norton Internet Security 2009 (30 days subscription)', 'Processor': 'AMD Sempron 140', 'System Memory (RAM)': '2GB', 'Height': '15.8cm', 'Hard Drive Size': '250GB', 'Depth': '17.3cm', 'Width': '6.9cm', 'Operating System': 'Windows 7 Professional', 'Parts Warranty': '3 Years', 'Energy Star Qualified': 'No', 'RAM Expandable To': '4GB', 'Processor Brand': 'AMD', 'Weight (pounds)': '26 kg', 'HDMI Output': 'No'}",abt.com,1,en
18057,Computers_and_Accessories,13899464,abt.com/product/45966/Apple-iPad-With-Wi-Fi-16GB-MB292LLA,_:noded45716cbbaf18bbf3b3e352eba1eac3," Operating Platform Mac Display Type LED-acklit glossy widescreen Multi-Touch display with IPS technology Display Size 9.7"" Processor Brand Apple Processor Apple A4 Processor Speed 1GHz Approximate Battery Life Up To 10 Hours Hard Drive Size 16GB Flash Drive Bluetooth Enabled Yes Built In Web Cam No HDMI Output No Energy Star Yes Height 9.56"" Width 7.47"" Depth 0.5"" Weight 1.5 lbs Warranty Parts 1 Year Warranty Labor 1 Year    ","{'Operating Platform': 'Mac', 'Processor Speed': '1GHz', 'Width': '7.47""', 'Processor': 'Apple A4', 'Warranty Parts': '1 Year', 'Height': '9.56cm', 'Energy Star': 'Yes', 'Hard Drive Size': '16GB Flash Drive', 'Display Type': 'LED-acklit glossy widescreen Multi-Touch display with IPS technology', 'Warranty Labor': '1 Year', 'Display Size': '9.7cm', 'Approximate Battery Life': 'Up To 10 Hours', 'Depth': '0.5cm', 'Bluetooth Enabled': 'Yes', 'HDMI Output': 'No', 'Built In Web Cam': 'No', 'Processor Brand': 'Apple', 'Weight': '1.5 kg'}",abt.com,1,en
3555,Computers_and_Accessories,10330009,abt.com/product/74347/Apple-Silver-iPad-Mini-With-Retina-Display-Wi-Fi-Cellular-16-GB-For-AT-T-MF074LLA?tab=1,_:node92636fb27be699f3cff575f035aa2392, Operating Platform Apple iOS Screen Size (inches) 7.9 Storage Capacity 16GB Wireless Capabilities Wi-Fi + 4G AT&T    ,"{'Screen Size': '7.9cm', 'Operating Platform': 'Apple iOS', 'Storage Capacity': '16GB', 'Wireless Capabilities': 'Wi-Fi + 4G AT&T'}",abt.com,1,en
187021,Computers_and_Accessories,11503004,active-robots.com/brands/microbot/computer-interfaces/micro-usb-to-serial-adapter,_:node9235f1b75ad88e1ca360a8560818855," Operating Voltage 5V from USB port Current consumption 13mA typ. (15mA max.) Serial Signals TX, RX, RTS, CTS Logical levels of I / O TTL Dimensions 19x13x7mm (excluding strip connectors) Weight 1.4g / 0.05 oz Operating Temperature -40 ° C to +85 ° C Connector USB Mini-B","{'Weight': '1.4g', 'Current consumption': '13mA', 'Operating Voltage': '5V from USB port', 'Serial Signals': 'TX, RX, RTS, CTS', 'Connector': 'USB Mini-B', 'Logical levels of I / O': 'TTL', 'Dimensions': '19x13x7cm'}",active-robots.com,1,en
673354,Computers_and_Accessories,5322688,aerocooler.com/vantec-nst-520s3-bk-nexstar-usb3-0-slim-sata-optical-drive-enclosure/,_:nodee9d728d6d78a77a42933bf358d4f6a," Model: NST-520S3-BK (black) Device Support: Slim SATA Optical Drive Device Size: Slim laptop optical drive, Thickness: 12.7mm Internal Interface: Standard Slim SATA interface External Interface: USB 3.0 Material: Aluminum & Plastic Power: USB Bus Powered Dimensions: 136 x 149 x 19 mm USB cable Length: 660 mm (26 inches)","{'Device Support:': 'Slim SATA Optical Drive', 'Dimensions:': '136 x 149 x 19 cm', 'Model:': 'NST-520S3-BK (black)', 'Internal Interface:': 'Standard Slim SATA interface', 'Device Size:': 'Slim laptop optical drive, Thickness: 12.7mm', 'Material:': 'Aluminum & Plastic', 'USB cable Length:': '66cm', 'External Interface:': 'USB 3.0', 'Power:': 'USB Bus Powered'}",aerocooler.com,1,en
460425,Computers_and_Accessories,4280075,alcoenergy.com/,_:node7012cd239d7a8cefec425e3e3af2d1bb," Compatible Asus F3U Availability In Stock Condition Brand New Input AC 100-240V, 50-60Hz (worldwide use) Output Voltage 19V Output Current 4.74A Power 90W Connector Size 5.5 * 2.5mm Certificates CE, FCC, RoHS etc Note Compatible with 19V, 3.42A, 65W Warranty 1 year Payment Method PayPal, Credit Card How? Features: Category: Laptop Car Adapter Input Voltage DC 12V Output Voltage 19V Output Current 4.74A Power 90W Connector Size 5.5 * 2.5mm","{'Condition': 'Brand New', 'Power': '90W', 'Compatible': 'Asus F3U', 'Connector Size': '2.5cm', 'Output Current': '4.74A', 'Input': 'AC 100-240V, 50-60Hz (worldwide use)', 'Availability': 'In Stock', 'Payment Method': 'PayPal, Credit Card How?', 'Output Voltage': '19V', 'Note': 'Compatible with 19V, 3.42A, 65W', 'Input Voltage': 'DC 12V', 'Category:': 'Laptop Car Adapter', 'Warranty': '1 year', 'Certificates': 'CE, FCC, RoHS etc'}",alcoenergy.com,1,en
118329,Computers_and_Accessories,3973981,alltechtoys.com/product/390905/,_:noded413d4f6bc2715f72cae218b3abe29, Manufacturer SanDisk Brand SanDisk Color Silver/red Model SDSDQUA-064G-U46A UPC 778890687174 Item Weight 0.02 pounds Item Size 0.59 x 0.43 x 0.43 inches Package Weight 0.09 pounds Package Size 3.94 x 0.04 x 0.04 inches Units in Package 1,"{'Package Size': '3.94 x 0.04 x 0.04 cm', 'Item Size': '0.59 x 0.43 x 0.43 cm', 'Item Weight': '0.02 kg', 'Color': 'Silver/red', 'Manufacturer': 'SanDisk', 'Model': 'SDSDQUA-064G-U46A', 'UPC': '778890687174', 'Units in Package': '1', 'Package Weight': '0.09 kg', 'Brand': 'SanDisk'}",alltechtoys.com,1,en
513015,Computers_and_Accessories,956568,altex.com/Seagate-8TB-Backup-Plus-USB-30-External-Hard-Drive-w-USB-Hub-STEL8000100-P158880.aspx,_:nodeafb76d4dac077b4326cd3cd5d5301b,"   Specifications: Capacity 8 TB Interface 1 x Micro-USB 3.0 (Micro-B 10-pin) 2 x USB 3.0 Type-A Max Data Transfer Rate 160 MB/s Color Black System Requirements USB 3.0 port (required for USB 3.0 transfer speeds or backwards compatible with USB 2.0) Windows 7 or higher, Mac OS X 10.9 or higher Seagate Mobile Backup app requires iOS 8 or higher, Android 3.0 or higher Dimensions 4.646 x 1.614 x 7.799"" / 118.0 x 40.99 x 198.1 mm Weight 2.337 lb / 1.060 kg","{'Capacity': '8 TB', 'Dimensions': '4.646 x 1.614 x 7.799"" / 118.0 x 40.99 x 198.1 cm', 'Max Data Transfer Rate': '160 MB/s', 'Color': 'Black', 'System Requirements': 'USB 3.0 port (required for USB 3.0 transfer speeds or backwards compatible with USB 2.0) Windows 7 or higher, Mac OS X 10.9 or higher Seagate Mobile Backup app requires iOS 8 or higher, Android 3.0 or higher', 'Interface': '1 x Micro-USB 3.0 (Micro-B 10-pin) 2 x USB 3.0 Type-A', 'Weight': '1.060 kg'}",altex.com,1,en
69409,Computers_and_Accessories,15533649,ascendtech.us/intel-pentium-core-2-duo-2mb-sla9s-cpu_i_ltpcpinc2dsla9s.aspx?agent=pricewatch,_:node43e8054a6eef86c48d9b91c04484df, Model SLA9S CPU Speed 1.5 GHz Bus Speed 667 MHz Clock multiplier 9 L2 Cache Size 2 MB Socket 478-pin micro-FCPGA Process 65 nm Core Stepping 06FDh Thermal Design Power 35 W Thermal Specification 100°C,"{'L2 Cache Size': '2 MB', 'Thermal Design Power': '35 W', 'Model': 'SLA9S', 'Clock multiplier': '9', 'CPU Speed': '1.5 GHz', 'Core Stepping': '06FDh', 'Process': '65 nm', 'Thermal Specification': '100°C', 'Socket': '478-pin micro-FCPGA', 'Bus Speed': '667 MHz'}",ascendtech.us,1,en
682045,Computers_and_Accessories,9356928,avadirect.com/4TB-BarraCuda-Pro-ST4000DM006-7200-RPM-SATA-6Gb-s-512E-128MB-cache-3-5-Inch-OEM-HDD/Product/11043433,_:node6df54c5a5e498d2308c1bbc705d55ad," New Products BarraCuda Pro Form Factor 3.5 inch Perfect for High performance desktop, creative pro desktop applications, gaming Capacity 4 TB Interface SATA 6Gb/s Performance 7,200 RPM Key Feature High performance z-height Desktop or Desktop related storage only Warranty 5 years Related Products Desktop HDD Cache 128 MB Height 26.11 mm","{'Height': '26.11 cm', 'Cache': '128MB', 'Perfect for': 'High performance desktop, creative pro desktop applications, gaming', 'Capacity': '4TB', 'Warranty': '5 years', 'z-height': 'Desktop or Desktop related storage only', 'Interface': 'SATA 6Gb/s', 'Performance': '7,200 RPM', 'Form Factor': '3.5 inch', 'Key Feature': 'High performance', 'New Products': 'BarraCuda Pro', 'Related Products': 'Desktop HDD'}",avadirect.com,1,en
152635,Computers_and_Accessories,15177760,avadirect.com/4TB-BarraCuda-ST4000LM024-5400-RPM-SATA-6Gb-s-128MB-cache-2-5-Inch-OEM-HDD/Product/10851329,_:nodec740274089658f7f3474e333fb1d813," Brand Seagate Series BarraCuda Model ST4000LM024 Packaging Bare Drive Interface SATA 6.0Gb/s Capacity 4TB Cache 128MB RPM 5400 RPM Usage For Daily Computing Form Factor 2.5"" Height (maximum) 15mm Width (maximum) 69.85mm Length (maximum) 100.35mm","{'Model': 'ST4000LM024', 'Form Factor': '2.5cm', 'Interface': 'SATA 6.0Gb/s', 'Packaging': 'Bare Drive', 'Cache': '128MB', 'Series': 'BarraCuda', 'Brand': 'Seagate', 'RPM': '5400 RPM', 'Usage': 'For Daily Computing', 'Length': '100.35cm', 'Capacity': '4TB', 'Height': '15cm', 'Width': '69.85cm'}",avadirect.com,1,en
