url,nodeID,keyValuePairs
eclipsecomputers.com/Product/Intel-Core-i5-3570K-IvyBridge-Quad-Core-3-40GHz-LGA1155/,_:nodef54a80e1c16a44669313fa29dec0f972,"{'Other :': 'With Heat Sink Fan', 'Price :': 'Â£197.40', 'EAN :': '', 'Cache :': '6Mb', 'Weight (kg) :': '1.25', 'Model :': 'BX80637I53570K', 'Front Side Bus :': '5 GT / s DMI', 'Item :': 'Intel Core i5 3570K IvyBridge Quad-Core 3.40GHz LGA1155', 'Core Type :': 'Ivy Bridge', 'Socket Compatability :': 'LGA1155', 'Capacity :': '3.4Ghz', 'Item Code :': 'CPI-I53570K', 'Brand :': 'Intel', 'Type :': 'Retail'}"
ncix.com/products/?sku=70541&vpn=BX80637I53570K&manufacture=Intel&promoid=1267,_:node1b4f6a10db1e47b09648aea63435b6d,"{'Posted by:': 'Logain23 @05/10/12', 'Depth': '1.5""', 'L2 Cache': '1 MB', 'Processor Manufacturer': 'Intel', 'Graphics Controller Manufacturer': 'Intel', 'Thermal Design Power': '77 W', 'Width': '1.5""', 'Processor Socket': 'Socket H2 LGA-1155', '64-bit Processing': 'Yes', 'Graphics Controller Model': 'HD 4000 Graphics', 'ProductId': '1022136791', 'L3 Cache': '6 MB', 'Process Technology': '22 nm', 'Processor Core': 'Quad-core (4 Core)', 'Direct Media Interface': '5 GT/s', 'Clock Speed': '3.40 GHz', 'Comment:': 'Compares the new 3570k to the 2500k and the 3770k', 'URL:': 'http://www.bit-tech.net/hardware/cpus/2012/05/01/intel-core-i5-3570k-c'}"
harddrivesdirect.com/canada/product_info.php?cPath=&products_id=456878,_:node47ac18681fda948eab787038384061cc,"{'': '', 'Products ID': '456878', 'Category': 'IBM HardDrive', 'HDD Form Factor': '2.5 inches SFF Slim', 'Enclosure': 'Internal', 'Interface (Detailed)': 'Serial Attached SCSI (SAS)', 'External Data Transfer Rate': '600MB/s', 'Buffer Size': '16MB', 'Part Number': '42D0672-5Pack', 'Average Latency': '2ms', 'Sub-Category': '15K', 'Hot Swap': 'Yes', 'Spindle Speed': '15000RPM', 'Generation': 'SAS Slim', 'Capacity': '73GB', 'Interface': 'SAS', 'Seek Time': '2ms'}"
sillworks.com/canada/product_info.php?products_id=456878,_:nodeddf8d3c1dc675c546fe2484cb91bce55,"{'Enclosure': 'Internal', '': '', 'Average Latency': '2ms', 'Buffer Size': '16MB', 'Products ID': '456878', 'Part Number': '42D0672-5Pack', 'Seek Time': '2ms', 'Hot Swap': 'Yes', 'Interface (Detailed)': 'Serial Attached SCSI (SAS)', 'Category': 'IBM HardDrive', 'Generation': 'SAS Slim', 'Interface': 'SAS', 'Capacity': '73GB', 'HDD Form Factor': '2.5 inches SFF Slim', 'Spindle Speed': '15000RPM', 'External Data Transfer Rate': '600MB/s', 'Sub-Category': '15K'}"
usapartsdirect.com/canada/product_info.php?products_id=456878,_:nodea8bb90e18e74cf1a7124b24809945f2,"{'Enclosure': 'Internal', '': '', 'Average Latency': '2ms', 'Buffer Size': '16MB', 'Products ID': '456878', 'Part Number': '42D0672-5Pack', 'Seek Time': '2ms', 'Hot Swap': 'Yes', 'Interface (Detailed)': 'Serial Attached SCSI (SAS)', 'Category': 'IBM HardDrive', 'Generation': 'SAS Slim', 'Interface': 'SAS', 'Capacity': '73GB', 'HDD Form Factor': '2.5 inches SFF Slim', 'Spindle Speed': '15000RPM', 'External Data Transfer Rate': '600MB/s', 'Sub-Category': '15K'}"
harddrivesdirect.com/canada/product_info.php?manufacturers_id=11&products_id=459301,_:node584fda1f4147c5975c3b41d3361d999a,"{'': '', 'Spindle Speed': '10000RPM', 'Part Number': '653957-001', 'Type': 'Hard Drive - Hot-Swap', 'Interface Type': 'Serial Attached SCSI', 'Category': 'Proliant HardDrive', 'Sub-Category': '10K', 'Data Transfer Rate': '6G = 6Gb/sec (750 MB/s)', 'Products ID': '459301', 'Capacity': '600GB', 'Generation': 'SAS SC'}"
serverpartsdirect.com/product_info.php?products_id=459301,_:node2bcf7c71d9d72445cee661448a862d73,"{'': '', 'Sub-Category': '10K', 'Capacity': '600GB', 'Generation': 'SAS SC', 'Part Number': '653957-001', 'Interface Type': 'Serial Attached SCSI', 'Data Transfer Rate': '6G = 6Gb/sec (750 MB/s)', 'Category': 'Proliant HardDrive', 'Products ID': '459301', 'Type': 'Hard Drive - Hot-Swap', 'Spindle Speed': '10000RPM'}"
sillworks.com/canada/product_info.php?manufacturers_id=11&products_id=472474,_:nodebacb84a6f81a9eda0b98b32564371c,"{'': '', 'Data Transfer Rate': '6G = 6Gb/sec (750 MB/s)', 'Capacity': '600GB', 'Generation': 'SAS SC', 'Type': 'Hard Drive - Hot-Swap', 'Sub-Category': '10K', 'Category': 'Proliant HardDrive', 'Products ID': '472474', 'Interface Type': 'Serial Attached SCSI', 'Part Number': '653957-001-SC', 'Spindle Speed': '10000RPM'}"
usapartsdirect.com/canada/product_info.php?products_id=463394,_:noded92185b124e03d680138b50192efa91,"{'': '', 'Data Transfer Rate': '6G = 6Gb/sec (750 MB/s)', 'Capacity': '600GB', 'Generation': 'SAS SC', 'Type': 'Hard Drive - Hot-Swap', 'Sub-Category': '10K', 'Category': 'Proliant HardDrive', 'Products ID': '463394', 'Interface Type': 'Serial Attached SCSI', 'Part Number': '653957-001-10Pack', 'Spindle Speed': '10000RPM'}"
harddrivesdirect.com/canada/product_info.php?manufacturers_id=11&products_id=474056,_:node6ee1236a3d8e1a65bc392ce7dfcee92,"{'Products ID': '474056', 'Capacity': '600GB', 'Ports': 'Dual Port', 'Interface Type': 'Serial Attached SCSI', 'Sub-Category': '10K', 'Type': 'Hard Drive - Hot-Swap', 'Part Number': '785073-B21', 'Data Transfer Rate': '12GB/s', 'Generation': 'SAS', 'Spindle Speed': '10000RPM', 'Category': 'Proliant HardDrive'}"
harddrivesdirect.com/canada/product_info.php?products_id=1069&currency=CAD,_:node12afc2f4a2b6bf3db14beea141285477,"{'Supported RAID Level': 'RAID 0 1 0+1 4 5', 'Products ID': '1069', '# of External Connectors': '2', 'Category': 'Proliant', 'Platform': 'PC, Unix, Sun', 'Part Number': '295636-B21', 'SCSI Interface': 'Wide Ultra2 SCSI', 'Maximum Supported Devices': '56', 'Bus Type': 'PCI', 'Controller Type': 'SCSI Controller', 'Sub-Category': 'Controller', 'Data Transfer Rate': '80MB/s', 'Recommended Machine Type': 'Server', 'Enclosure': 'Internal', 'Generation': 'Ultra2', '# of Internal Connectors': '2', 'Buffer Size': '64MB'}"
harddrivesdirect.com/canada/product_info.php?products_id=14047,_:nodeb358ab52eaca4d1a4c8d6ab66c5c34,"{'Dimensions (WxDxH)': '17.6 in x 28.86 x 10.5 in', 'Part Number': '359558-B21', 'Installed RAM': '1024MB', 'Data Link Protocol': 'Ethernet, Fast Ethernet, Gigabit Etherne', 'Category': 'Proliant Server', 'Storage Controller Type': 'SCSI', 'RAID Support': 'RAID 0, RAID 1, RAID 10, RAID 5', 'Form Factor': 'Blade', 'Maximum RAM': '8GB', 'Processor': 'Xeon 2.8GHz', 'RAM Technology': 'DDR SDRAM', 'Products ID': '14047', 'Sub-Category': 'BL20', 'Installed L2 Cache Memory': '512KB', 'Generation': 'G2', 'Hard Drive Interface': 'SCSI Ultra160 (16-bit)', 'Networking Type': '10/100/1000 NetworkAdapter x 1'}"
harddrivesdirect.com/canada/product_info.php?products_id=455546&currency=CAD,_:node8a3048fbaed8384c3c9f9dfe3650a84b,"{'': '', 'Processor Type': 'Intel Xeon', 'Products ID': '455546', 'Process Technology': '65nm', 'Thermal Design Power': '80W', 'L1 Cache': '256KB', 'Category': 'Proliant Processor', 'Part Number': '437391-B21', 'Bus Speed': '1333MHz', 'Sub-Category': 'Xeon', 'Product Type': 'Processor Upgrade', 'L2 Cache': '8MB', 'Generation': 'G5', 'Processor Qty': '1', 'Processor Core': 'Quad-Core', 'Processor Socket': 'Socket J LGA-771', 'Clock Speed': '2.00GHz'}"
harddrivesdirect.com/canada/product_info.php?products_id=458070,_:nodea362d6fd58a0dfc6ec2c2d8aa9d68f2,"{'Products ID': '458070', 'Category': 'Proliant Option', 'Generation': 'DL360 G5', 'Sub-Category': 'Fan Module', 'Part Number': '412212-001'}"
harddrivesdirect.com/canada/product_info_DL160_G6_HardDrives.php?products_id=460131_DL160_G6_HardDrives,_:node5ea3d2a3d6824842e9c282dbb926ea,"{'': '', 'Form Factor': '3.5 inches', 'Category': 'Hard Drive', 'Average Seek Time': '10ms', 'Product ID': '460131_DL160_HardDrives', 'Connector': 'Serial ATA 7-pin', 'Connector Type': 'SATA 3.0GB/s', 'Part Number': 'DL160 458939-B21-5Pack', 'Sub-Category': '7.2K', 'Manufacturer': 'DL160', 'Target Use': 'Server', 'Spindle Speed': '7200RPM', 'Generation': 'SATA NHP', 'Hard Drive Capacity': '250GB', 'Data Transfer Rate': '3.0GB/s', 'Enclosure Type': 'Internal'}"
harddrivesdirect.com/canada/product_info_HP__HardDrives.php?products_id=144156_HP__HardDrives&currency=CAD,_:nodec418e73dc59c1d8567e3c33d45657123,"{'External Data Transfer': '3072MB/s', 'Interface': 'Serial Attached SCSI (SAS)', 'Category': 'Hard Drive', 'Product ID': '144156_HP_HardDrives', 'Spindle Speed': '15000RPM', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Hot Swap Tray': 'Included/Attached', 'Pre-Failure Warranty': 'Yes', 'Part Number': 'HP 376595-001-2Pack', 'Package Qty': '2', 'Sub-Category': '15K', 'Manufacturer': 'Hewlett Packard', 'HotSwap': 'Yes', 'Enclosure': 'Internal', 'Generation': 'SAS', 'Capacity': '146GB', 'Seek Time': '3.5ms'}"
harddrivesdirect.com/canada/product_info_ML350_G4p_HardDrives.php?products_id=144154_ML350_G4p_HardDrives,_:node395169eafba786c63dc31da14d56defb,"{'Interface': 'Serial Attached SCSI (SAS)', 'Category': 'Hard Drive', 'Product ID': '144154_ML350_HardDrives', 'Spindle Speed': '15000RPM', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Hot Swap Tray': 'Included/Attached', 'Pre-Failure Warranty': 'Yes', 'Part Number': 'ML350 376594-001-5Pack', 'Package Qty': '5', 'Sub-Category': '15K', 'Manufacturer': 'Hewlett Packard', 'HotSwap': 'Yes', 'Enclosure': 'Internal', 'Generation': 'SAS', 'Capacity': '72GB'}"
harddrivesdirect.com/product_info.php?cPath=&products_id=142976,_:noded74cdcba8c1f85f9eeeeb40b78a647d,"{'': '', 'Processor Type': 'AMD Opteron', 'Products ID': '142976', 'Process Technology': '90nm', 'Thermal Design Power': '92.6W', 'Category': 'Proliant Processor', 'HyperTransport Speed': '1000MHz', '64-bit Processing': 'Yes', 'Part Number': '399087-B21', 'Sub-Category': 'Opteron', 'Product Type': 'Processor Kit', 'L2 Cache': '1MB', 'Generation': 'G1', 'Processor Qty': '1', 'Processor Core': 'Single-Core', 'Processor Socket': 'Socket PGA-940', 'Clock Speed': '2.8GHz'}"
harddrivesdirect.com/product_info.php?cPath=&products_id=143007,_:node6596eeaaeb9920fb5ec0a6da8bec2e7d,"{'RAM (Installed)': '1 GB', '': '', 'Cache Memory (installed)': '1 MB', 'Products ID': '143007', 'Controller RAID Level': 'RAID 0, RAID 1, RAID 10, RAID 5', 'RAM Technology': 'DDR SDRAM', 'Category': 'Proliant Server', 'Chassis Form': 'Blade', 'Part Number': '347957-B21', 'Sub-Category': 'BL20', 'Networking Protocol': 'Ethernet, Fast Ethernet, Gigabit Etherne', 'Generation': 'G3', 'Hard Drive Type': 'Hot-swap', 'Model': 'ProLiant BL20p', 'RAM (maximum)': '8 GB'}"
harddrivesdirect.com/product_info.php?cPath=&products_id=459295,_:nodee738b8a7b071c64546133ff8c930e367,"{'Speed': '6G = 6Gb/sec (750 MB/s)', 'Generation': 'SAS SC', 'Part Number': '652625-001', 'Products ID': '459295', 'Sub-Category': '15K', '': '', 'Type': 'Hard Drive - Hot-Swap', 'Category': 'Proliant HardDrive', 'Capacity': '146GB', 'Spindle Speed': '15000RPM', 'Interface Type': 'Serial Attached SCSI'}"
harddrivesdirect.com/product_info.php?manufacturers_id=10&products_id=458882,_:nodee7994ea1ed33c05ee9cc8b7c41f9d6a,"{'': '', 'Products ID': '458882', 'Backward Compatability': 'U2 and U3 speeds', 'Bytes/Sec': '512', 'Category': 'Dell HardDrive', 'Cache': '8MB', 'Enclosure': 'Internal', 'Pre-Failure Warranty': 'Yes', 'Part Number': '341-2118-5Pack', 'Sub-Category': '10K', 'Data Transfer Rate': '320MB/s', 'Spindle Speed': '10000RPM', 'Generation': 'Ultra320', 'Capacity': '146GB', 'Disk Size': '5.75 inches x 4.0 inches x 1.0 inch', 'Application': 'Server Storage', 'Interface': 'Ultra320 SCSI', 'Seek Time': '4.9ms', 'Manufacturer': 'Dell'}"
harddrivesdirect.com/product_info.php?products_id=455117,_:nodef43aa738ccd4c99b35d77797a9f0a4,"{'Capacity': '146GB', 'Generation': 'SAS', 'Average Seek Time': '4ms', 'Sub-Category': '10K', 'Products ID': '455117', 'Part Number': 'DG146ABAB4-5Pack', 'Category': 'Proliant HardDrive', 'Type': 'Hard Drive - Hot Swap', 'Ports': 'Single', 'Data Transfer Rate': '300MB/s', 'Form Factor': 'Small 2.5 inches (SFF)', 'Interface Type': 'Serial Attached SCSI'}"
harddrivesdirect.com/product_info.php?products_id=455581&currency=USD,_:nodeaf57548dd26c3c1f9c8d0ba384260c,"{'': '', 'Processor Type': 'Intel Xeon', 'Products ID': '455581', 'Process Technology': '45nm', 'Thermal Design Power': '80W', 'L1 Cache': '256KB', 'Category': 'Proliant Processor', 'L3 Cache': '8MB', 'QuickPath Interconnect': '6.40GT/s', '64-bit Processing': 'Yes', 'Part Number': '507674-B21', 'Sub-Category': 'Xeon', 'Product Type': 'Processor Board', 'L2 Cache': '1MB', 'Generation': 'G6', 'Processor Qty': '1', 'Processor Core': 'Quad-Core', 'Processor Socket': 'Socket B LGA-1366', 'Clock Speed': '2.93GHz'}"
harddrivesdirect.com/product_info.php?products_id=457069,_:node677cf7e6f62d363a8e81fdcbd0c8c765,"{'External Data Transfer': '6GB/s', 'Products ID': '457069', 'Category': 'Proliant HardDrive', 'Enclosure': 'Internal', 'Drive Dimensions': '3.5 inches x 1', 'Hot Swap Tray': 'Included/Attached', 'Ports': 'Dual Port', 'Part Number': '507616-B21-2Pack', 'Limited Warranty': 'Yes', 'Sub-Category': '7.2K', 'Manufacturer': 'Hewlett Packard', 'HotSwap': 'Yes', 'Spindle Speed': '7200RPM', 'Generation': 'SAS', 'Capacity': '2TB', 'Interface': 'Serial Attached SCSI (SAS)', 'Seek Time': '8.5ms'}"
harddrivesdirect.com/product_info.php?products_id=458147&currency=USD,_:node67fb66e6265a98bfd88711e635f2c97,"{'Processor Type': 'Intel Xeon', 'Products ID': '458147', 'Process Technology': '45nm', 'Thermal Design Power': '80W', 'Category': 'Proliant Processor', 'L3 Cache': '2MB', 'Part Number': '364306-B21', '64-bit Processing': 'Yes', 'Bus Speed': '533MHz', 'Sub-Category': 'Intel Xeon', 'Product Type': 'Processor Upgrade', 'L2 Cache': '512KB', 'Generation': 'BL30p', 'Processor Qty': '1', 'Processor Core': 'Single-Core', 'Processor Socket': 'Socket PGA-604', 'Clock Speed': '3.2GHz'}"
harddrivesdirect.com/product_info.php?products_id=458257&currency=USD,_:node6da11cc37d8d50afd98fa218fea5afab,"{'Process Technology': '32nm', 'Processor Type': 'Intel Core', 'Products ID': '458257', 'Processor Socket': 'Socket LGA-1155', 'Processor Qty': '1', '': '', 'Product Type': 'Processor Kit', 'Thermal Design Power': '65W', 'L3 Cache': '3MB', '64-bit Processing': 'Yes', 'Category': 'Proliant Processor', 'Generation': 'G7', 'Sub-Category': 'Intel Xeon', 'Processor Core': 'Dual-Core', 'QuickPath Interconnect': '5.0GT/s', 'Clock Speed': '3.1GHz', 'Part Number': '644360-B21'}"
harddrivesdirect.com/product_info.php?products_id=458896&currency=USD,_:node1bd44991673bc0648755451829307d5b,"{'Compressed Capacity': '8GB', 'Generation': '4/8GB', 'Part Number': 'STD28000N', 'Products ID': '458896', 'Sub-Category': 'Tape Drive', 'Enclosure Type': 'Internal', '': '', 'Category': 'Seagate', 'Interface Type': 'SCSI', 'Native Capacity': '4GB', 'Tape Type': 'DAT'}"
harddrivesdirect.com/product_info_BL465c_G6_HardDrives.php?products_id=144222_BL465c_G6_HardDrives&currency=USD,_:nodea75bff74ba05a57f250452c6defabc8,"{'Manufacturer': 'BL465c', 'Capacity': '146GB', 'Interface Type': 'Serial Attached SCSI', 'Sub-Category': '10K', 'Type': 'Hard Drive - Hot-Swap', '': '', 'Part Number': 'BL465c 418367-B21', 'Product ID': '144222_BL465c_HardDrives', 'Generation': 'SAS', 'Spindle Speed': '10000RPM', 'Category': 'Hard Drive'}"
harddrivesdirect.com/product_info_DL160_G5_HardDrives.php?products_id=144137_DL160_G5_HardDrives,_:node2b65965bc2d1aef783f19bd880698d96,"{'Manufacturer': 'DL160', 'Form Factor': '3.5 inches x 1/3H', 'Average Seek Time': '10ms', 'Connector': '22-position Serial ATA (SATA) Plug', 'Part Number': 'DL160 349239-B21-10Pack', 'Package Qty': '10', 'Generation': 'SATA', 'Capacity': '250GB', 'Category': 'Hard Drive', 'Interface Type': 'Serial ATA-150', 'Sub-Category': '7.2K', 'Type': 'HardDrive - Hot-Swap', 'Dimensions (WxH)': '4 in x 1 in', 'Data Transfer Rate': '150MB/s', 'Spindle Speed': '7200RPM', 'Product ID': '144137_DL160_HardDrives'}"
harddrivesdirect.com/product_info_DL165_G6_HardDrives.php?products_id=455147_DL165_G6_HardDrives,_:nodef2454948c3a5c3b043b92517b273c010,"{'Interface Type': 'Serial Attached SCSI', 'Category': 'Hard Drive', 'Spindle Speed': '10000RPM', 'Product ID': '455147_DL165_HardDrives', 'Ports': 'Dual Port', 'Speed': '6GB/s', 'Part Number': 'DL165 507127-B21-5Pack', 'Sub-Category': '10K', 'Manufacturer': 'DL165', 'Type': 'Hard Drive - Hot-Swap', 'Generation': 'SAS', 'Capacity': '300GB'}"
harddrivesdirect.com/product_info_DL165_G6_HardDrives.php?products_id=455188_DL165_G6_HardDrives&currency=USD,_:node81c776db9c5712f4ab949d7998229c31,"{'': '', 'Generation': 'SAS', 'Part Number': 'DL165 418371-B21-5Pack', 'Sub-Category': '15K', 'Manufacturer': 'DL165', 'Type': 'Hard Drive - Hot-Swap', 'Category': 'Hard Drive', 'Capacity': '72GB', 'Spindle Speed': '15000RPM', 'Product ID': '455188_DL165_HardDrives', 'Interface Type': 'Serial Attached SCSI'}"
harddrivesdirect.com/product_info_DL165_G7_HardDrives.php?products_id=454478_DL165_G7_HardDrives&currency=USD,_:noded7bf818677c6469ffabb35a9b56b539,"{'External Data Transfer': '3072MB/s', 'Interface': 'Serial Attached SCSI (SAS)', 'Category': 'Hard Drive', 'Product ID': '454478_DL165_HardDrives', 'Spindle Speed': '15000RPM', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Hot Swap Tray': 'Not Included', 'Pre-Failure Warranty': 'Yes', 'Part Number': 'DL165 432095-B21', 'Package Qty': '1', 'Sub-Category': '15K', 'Manufacturer': 'Hewlett Packard', 'HotSwap': 'No', 'Enclosure': 'Internal', 'Generation': 'SAS NHP', 'Capacity': '72GB', 'Seek Time': '3.5ms'}"
harddrivesdirect.com/product_info_DL165_G7_HardDrives.php?products_id=455346_DL165_G7_HardDrives,_:node58562684bbe9bd9541bbbfe8649c72b8,"{'External Data Transfer': '3072MB/s', 'Interface': 'Serial Attached SCSI (SAS)', 'Category': 'Hard Drive', 'Product ID': '455346_DL165_HardDrives', 'Spindle Speed': '10000RPM', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Hot Swap Tray': 'Not Included', 'Pre-Failure Warranty': 'Yes', 'Part Number': 'DL165 508232-B21-5Pack', 'Package Qty': '5', 'Sub-Category': '10K', 'Manufacturer': 'Hewlett Packard', 'HotSwap': 'No', 'Enclosure': 'Internal', 'Generation': 'SAS NHP', 'Capacity': '400GB', 'Seek Time': '3.5ms'}"
harddrivesdirect.com/product_info_DL165_G7_HardDrives.php?products_id=455346_DL165_G7_HardDrives,_:nodeb9c14a25fe64407ea321b71ac53a6e9,"{'External Data Transfer': '3072MB/s', 'Interface': 'Serial Attached SCSI (SAS)', 'Category': 'Hard Drive', 'Product ID': '455346_DL165_HardDrives', 'Spindle Speed': '10000RPM', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Hot Swap Tray': 'Not Included', 'Pre-Failure Warranty': 'Yes', 'Part Number': 'DL165 508232-B21-5Pack', 'Package Qty': '5', 'Sub-Category': '10K', 'Manufacturer': 'Hewlett Packard', 'HotSwap': 'No', 'Enclosure': 'Internal', 'Generation': 'SAS NHP', 'Capacity': '400GB', 'Seek Time': '3.5ms'}"
harddrivesdirect.com/product_info_DL385_G6_HardDrives.php?products_id=144322_DL385_G6_HardDrives,_:nodea54ff13aa55780638bfa24933391881,"{'': '', 'Interface': 'Serial Attached SCSI (SAS)', 'Category': 'Hard Drive', 'Product ID': '144322_DL385_HardDrives', 'Spindle Speed': '15000RPM', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'External Data Transfer Rate': '3072MB/s', 'Pre-Failure Warranty': 'Yes', 'Part Number': 'DL385 432146-001', 'Average Latency': '2ms', 'Sub-Category': '15K', 'Manufacturer': 'Hewlett Packard', 'Hot Swap': 'Yes - Tray included', 'Enclosure': 'Internal', 'Generation': 'SAS', 'Capacity': '300GB', 'Seek Time': '3.5ms'}"
harddrivesdirect.com/product_info_HP__HardDrives.php?products_id=144344_HP__HardDrive,_:node40c74c42cb66d39bf7c040cba9f3615d,"{'Interface Type': 'Serial Attached SCSI', 'Ports': 'Dual', 'Category': 'Hard Drive', 'Generation': 'SAS', 'Spindle Speed': '10000RPM', 'Capacity': '146GB', 'Form Factor': 'Small 2.5 inches (SFF)', 'Part Number': 'HP DG146BAAJB', 'Product ID': '144344_HP_HardDrives', 'Manufacturer': 'HP', 'Type': 'Hard Drive - Hot-Swap', 'Sub-Category': '10K'}"
harddrivesdirect.com/product_info_HP__HardDrives.php?products_id=459231,_:node30d37b1b68e59112f98dfc469aef57,"{'Manufacturer': 'Hewlett Packard', 'Capacity': '450GB', 'Interface': 'Serial Attached SCSI (SAS)', 'Pre-Failure Warranty': 'Yes', 'HotSwap': 'Yes', 'Seek Time': '3.5ms', 'Part Number': 'HP 652615-B21', 'Generation': 'SAS SC', 'Data Transfer Rate': '6G = 6Gb/sec (750 MB/s)', 'Spindle Speed': '15000RPM', 'Hot Swap Tray': 'Included/Attached', 'Sub-Category': '15K', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Category': 'Hard Drive', '': '', 'Enclosure': 'Internal', 'Product ID': '459231_HP_HardDrives'}"
harddrivesdirect.com/product_info_HP__HardDrives.php?products_id=459715_HP__HardDrive,_:node70f46215a042fd6b868161e4721e9,"{'': '', 'Interface': 'Serial Attached SCSI (SAS)', 'Category': 'Hard Drive', 'Product ID': '459715_HP_HardDrives', 'Spindle Speed': '7200RPM', 'Drive Dimensions': '3.5 inches x 1/3H (Low Profile)', 'Hot Swap Tray': 'Included/Attached', 'Pre-Failure Warranty': 'Yes', 'Part Number': 'HP MB2000FBZPN-10Pack', 'Sub-Category': '7.2K', 'Manufacturer': 'Hewlett Packard', 'HotSwap': 'Yes', 'Enclosure': 'Internal', 'Generation': 'SAS SC', 'Capacity': '2TB', 'Seek Time': '3.5ms', 'Data Transfer Rate': '6G = 6Gb/sec (750 MB/s)'}"
harddrivesdirect.com/product_info_HP__HardDrives.php?products_id=460137_HP__HardDrive,_:noded1be156f5bb5f9d2a91e2dfbc1b9f6,"{'Manufacturer': 'HP', 'Connector': 'Serial ATA 7-pin', '': '', 'Form Factor': '3.5 inches', 'Part Number': 'HP 458947-B21-5Pack', 'Generation': 'SATA NHP', 'Average Seek Time': '10ms', 'Category': 'Hard Drive', 'Target Use': 'Server', 'Sub-Category': '7.2K', 'Data Transfer Rate': '3.0GB/s', 'Connector Type': 'SATA 3.0GB/s', 'Hard Drive Capacity': '160GB', 'Product ID': '460137_HP_HardDrives', 'Spindle Speed': '7200RPM', 'Enclosure Type': 'Internal'}"
harddrivesdirect.com/product_info_ML370_G6_HardDrives.php?products_id=144135_ML370_G6_HardDrives,_:node5de4bc6fb4e6f727432d88f11d999f35,"{'Interface Type': 'Serial ATA-150', 'Form Factor': '3.5 inches x 1/3H', 'Category': 'Hard Drive', 'Average Seek Time': '9ms', 'Spindle Speed': '7200RPM', 'Product ID': '144135_ML370_HardDrives', 'Connector': '22-position Serial ATA (SATA) Plug', 'Part Number': 'ML370 349238-B21-5Pack', 'Package Qty': '5', 'Sub-Category': '7.2K', 'Manufacturer': 'ML370', 'Type': 'Hard Drive - Hot-Swap', 'Generation': 'SATA', 'Capacity': '160GB', 'Dimensions (WxH)': '4 in x 1 in', 'Data Transfer Rate': '150MB/s'}"
kinetiklamps.co.uk/SIM2/HT5000E-Z933791630-APOG-9016,_:nodea4627215cc05d17eab9eda1d64b1f0,"{'Brand:': 'SIM2', 'Mfr. Part No:': 'Z933791630', 'Source:': 'Genuine Lamp with Compatible Housing', 'Model:': 'HT5000E', 'Warranty:': '365 days'}"
memory4less.com/amd-processor-osa244cep5au,_:nodeb5d0f4d3af8e69f06f7bca3617513264,"{'Manufacturer Part Number': 'OSA244CEP5AU', 'Process Technology': '130 nm', 'Thermal Design Power': '82.10 W', 'Brand Name': 'AMD', 'Input Voltage': '1.5 V DC', 'Processor Manufacturer': 'AMD', 'Thermal Specification': '158Â°F (70Â°C)', 'Product Type': 'Processor', 'L2 Cache': '1 MB', 'Processor Core': 'Single-core (1 Core)', 'Processor Socket': 'Socket PGA-940', 'Clock Speed': '1.80 GHz'}"
ncix.com/products/?sku=79307&vpn=WD1001FYYG&manufacture=Western%20Digital%20WD,_:noded450a3c553274be4f6413eee95cc45e,"{'Drive Width': '3.5""', 'Spindle Speed (rpm)': '7200', 'Height': '1""', 'Green Compliance Certificate/Authority': 'RoHS', 'Weight (Approximate)': '1.66 lb', 'ProductId': '1023225190', 'Drive Interface': 'SAS', 'Storage Capacity': '1 TB', 'Width': '4""', 'Drive Type': 'Internal', 'Depth': '5.8""', 'Buffer': '32 MB', 'Drive Interface Standard': '6Gb/s SAS', 'Green Compliant': 'Yes'}"
